,,,2010,2010,2011,2011,2012,2012,2013,2013,2014,2014,2015,2015,2016,2016,2017,2017
Region,Sub-region,Country,Count,Rate,Count,Rate,Count,Rate,Count,Rate,Count,Rate,Count,Rate,Count,Rate,Count,Rate
Europe,Southern Europe,Bosnia and Herzegovina,,,975,26.632,"1,010",28.017,"1,103",31.132,"1,025",29.437,,,"1,015",29.976,660,19.69
Europe,Southern Europe,Croatia,"1,245",28.766,"1,382",32.043,"1,588",36.965,"1,523",35.609,"1,268",29.793,"1,311",30.971,"1,068",25.374,864,20.655
Europe,Southern Europe,Greece,"6,079",55.832,"6,636",61.28,"5,992",55.579,"4,919",45.796,"3,800",35.511,"4,316",40.488,"4,725",44.512,"4,271",40.411
Europe,Southern Europe,Holy See,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Europe,Southern Europe,Italy,"47,996",80.903,"58,206",97.679,"62,641",104.613,"63,770",105.988,"39,236",64.95,"35,086",57.919,"33,422",55.095,"31,167",51.368
Europe,Southern Europe,Malta,196,47.343,219,52.392,257,60.9,207,48.592,190,44.186,242,55.76,,,,
Europe,Southern Europe,Montenegro,3,0.481,144,23.04,117,18.69,161,25.719,188,29.984,156,24.88,128,20.415,118,18.79
Europe,Southern Europe,North Macedonia,604,29.165,513,24.759,469,22.613,468,22.543,305,14.678,278,13.372,248,11.917,417,20.029
Europe,Southern Europe,Portugal,"20,442",192.922,"20,372",192.752,"18,514",175.888,"16,590",158.407,"15,594",149.683,"15,472",149.228,"13,313",128.927,"11,885",115.512
Europe,Southern Europe,Serbia,"3,620",40.262,"3,548",39.581,"3,791",42.405,"3,852",43.189,"3,232",36.323,"3,034",34.178,"2,422",27.355,"1,829",20.713
Europe,Southern Europe,Slovenia,463,22.663,403,19.649,391,18.999,377,18.274,297,14.369,232,11.202,226,10.897,238,11.464
Europe,Southern Europe,Spain,"84,411",179.862,"87,718",186.301,"96,607",205.272,"86,034",183.32,"70,855",151.471,"64,581",138.372,"70,645",151.488,"66,783",143.167
Europe,Western Europe,Austria,"4,310",51.249,"4,066",48.096,"4,092",48.13,"3,737",43.677,"3,481",40.406,"3,416",39.359,"3,103",35.475,,
Europe,Western Europe,Belgium,"23,856",218.082,"27,341",248.239,"25,608",231.015,"22,879",205.119,"21,928",195.419,"22,399",198.432,"20,506",180.606,"18,954",165.972
Europe,Western Europe,France,"121,038",192.49,"120,966",191.335,"123,814",194.786,"124,657",195.1,"114,093",177.732,"104,116",161.538,"104,439",161.5,"100,080",154.342
Europe,Western Europe,Germany,"48,166",59.591,"48,021",59.391,"48,711",60.157,"47,234",58.189,"45,475",55.832,"44,666",54.613,"43,009",52.326,"38,849",47
Europe,Western Europe,Liechtenstein,2,5.556,1,2.778,5,13.514,1,2.703,1,2.703,3,8.108,4,10.526,,
Europe,Western Europe,Luxembourg,377,74.213,398,76.686,527,99.247,582,107.182,615,110.811,554,97.707,459,79.275,454,76.689
Europe,Western Europe,Monaco,,,,,,,,,18,48.649,12,31.579,,,,
Europe,Western Europe,Netherlands,"16,125",96.655,"15,390",91.946,"14,765",87.929,"13,346",79.233,"10,451",61.866,"9,733",57.463,"8,987",52.924,"8,037",47.218
Europe,Western Europe,Switzerland,"4,406",56.422,"5,236",66.22,"6,076",75.874,"3,196",39.413,"2,367",28.845,"1,859",22.406,"1,876",22.387,"1,746",20.648
Oceania,Australia and New Zealand,Australia,"14,634",66.053,"13,650",60.564,"13,161",57.462,"11,711",50.359,"9,893",41.927,"8,968",37.471,"9,412",38.792,"9,599",39.044
Oceania,Australia and New Zealand,New Zealand,"2,492",57.025,"2,340",52.953,"2,086",46.688,"2,032",44.966,"2,016",44.133,"3,032",65.699,"3,627",77.849,"3,742",79.583
